state,YYYY-MM-DD,daily_rain,max_temp,min_temp,radiation,rh_tmax,rh_tmin
NSW,2023-11-09,4.55,27.0,13.9,19.14,45.62,94.07
NSW,2023-11-10,7.69,28.61,12.93,26.14,44.16,97.6
NSW,2023-11-11,1.43,31.89,14.54,28.04,36.33,89.83
NSW,2023-11-12,0.44,30.05,15.15,27.6,35.38,83.4
NSW,2023-11-13,0.1,27.1,12.22,26.23,36.42,83.79
NSW,2023-11-14,0.04,26.91,11.77,22.27,39.13,90.02
NSW,2023-11-15,0.28,27.93,14.11,23.94,40.84,87.97
NSW,2023-11-16,0.1,27.59,14.16,22.35,40.92,87.27
NSW,2023-11-17,2.12,24.44,11.47,25.85,41.17,86.41
NSW,2023-11-18,0.56,27.12,9.93,28.61,35.67,93.9
NSW,2023-11-19,0.0,30.01,11.35,27.31,32.81,90.49
NSW,2023-11-20,2.62,25.48,16.3,12.97,54.51,89.62
NSW,2023-11-21,5.86,27.08,14.4,21.03,49.43,96.85
NSW,2023-11-22,3.06,26.81,14.99,20.23,50.94,96.14
NSW,2023-11-23,3.9,24.96,15.68,17.24,55.61,93.32
NSW,2023-11-24,3.65,23.33,16.32,12.72,63.48,93.53
NSW,2023-11-25,8.79,24.45,16.43,14.27,63.13,97.37
NSW,2023-11-26,4.37,27.96,14.63,23.86,47.54,98.55
NSW,2023-11-27,1.69,28.42,13.94,25.5,45.37,97.27
NSW,2023-11-28,3.04,24.22,16.54,11.76,62.19,95.01
NSW,2023-11-29,25.95,24.67,16.4,16.03,62.46,97.62
NSW,2023-11-30,13.75,25.76,14.62,22.61,50.2,94.25
NSW,2023-12-01,2.87,27.22,14.33,24.09,45.12,93.4
NSW,2023-12-02,3.0,26.43,15.67,20.1,51.96,95.37
NSW,2023-12-03,5.06,27.11,12.42,27.66,45.34,97.7
NSW,2023-12-04,1.09,28.1,13.73,28.55,43.31,94.8
NSW,2023-12-05,0.05,33.36,14.33,29.98,32.67,90.54
NSW,2023-12-06,0.01,32.52,17.13,29.99,34.86,80.23
NSW,2023-12-07,0.05,32.24,16.91,23.44,36.42,84.48
NSW,2023-12-08,0.45,34.37,19.11,24.68,36.76,85.73
NSW,2023-12-09,1.79,36.01,20.56,27.98,34.93,80.56
NSW,2023-12-10,0.76,31.61,18.78,25.02,44.79,87.58
NSW,2023-12-11,1.25,32.13,18.17,27.39,42.36,89.23
NSW,2023-12-12,0.12,31.67,18.53,27.74,43.27,87.23
NSW,2023-12-13,0.09,33.01,18.82,27.17,39.24,86.48
NSW,2023-12-14,3.04,32.49,19.18,27.68,40.81,86.21
NSW,2023-12-15,1.27,29.74,16.43,28.15,42.92,90.11
NSW,2023-12-16,1.04,30.24,14.14,30.36,34.27,84.63
NSW,2023-12-17,0.1,29.69,14.06,28.76,38.28,88.29
NSW,2023-12-18,0.01,32.67,16.37,26.77,39.64,92.06
NSW,2023-12-19,0.22,31.88,20.01,19.34,43.64,84.3
NSW,2023-12-20,16.18,22.44,15.72,13.11,66.51,92.97
NSW,2023-12-21,11.15,24.37,14.5,19.43,56.04,93.87
NSW,2023-12-22,2.16,25.85,13.89,25.9,42.65,85.32
NSW,2023-12-23,0.5,27.25,13.72,24.06,43.23,92.69
NSW,2023-12-24,7.64,26.67,15.23,20.23,53.42,97.86
NSW,2023-12-25,8.68,26.78,15.39,20.1,52.14,94.5
NSW,2023-12-26,9.83,27.31,15.19,23.35,51.73,97.09
NSW,2023-12-27,4.4,27.41,14.37,24.68,46.21,93.89
NSW,2023-12-28,1.85,30.39,14.53,29.68,39.76,95.25
NSW,2023-12-29,0.42,27.59,15.89,18.53,49.48,91.69
NSW,2023-12-30,2.43,27.31,14.61,29.37,42.68,88.89
NSW,2023-12-31,1.53,25.44,14.19,20.63,49.51,89.6
NSW,2024-01-01,3.37,28.34,15.99,22.05,48.83,93.54
NSW,2024-01-02,2.42,29.54,18.06,22.25,50.48,92.81
NSW,2024-01-03,4.69,30.47,17.99,24.14,48.22,94.58
NSW,2024-01-04,3.57,29.8,18.68,19.48,54.25,95.0
NSW,2024-01-05,3.92,27.24,18.35,21.55,53.96,88.62
NSW,2024-01-06,1.25,27.91,16.24,25.64,43.98,86.74
NSW,2024-01-07,1.38,27.96,16.6,20.69,46.7,90.27
NSW,2024-01-08,10.93,26.01,18.67,13.26,65.12,95.77
NSW,2024-01-09,8.85,28.74,18.44,21.73,56.37,97.95
NSW,2024-01-10,2.53,30.92,18.78,26.04,51.06,97.74
NSW,2024-01-11,1.63,30.96,18.77,25.7,52.35,96.82
NSW,2024-01-12,1.41,30.77,19.38,27.47,49.0,91.33
NSW,2024-01-13,0.51,31.97,18.35,26.87,46.9,95.77
NSW,2024-01-14,3.03,27.96,18.19,20.82,53.05,90.2
NSW,2024-01-15,7.41,25.28,17.71,17.07,59.72,89.33
NSW,2024-01-16,13.0,25.98,16.78,16.67,56.95,92.79
NSW,2024-01-17,6.5,26.62,17.87,13.64,64.22,97.81
NSW,2024-01-18,15.25,26.91,17.66,24.34,55.89,93.82
NSW,2024-01-19,1.24,28.58,13.38,30.14,37.76,90.48
NSW,2024-01-20,0.12,29.64,15.49,24.36,44.99,94.15
NSW,2024-01-21,0.19,34.41,17.22,29.66,36.42,92.04
NSW,2024-01-22,0.17,29.17,16.67,25.55,42.78,85.01
NSW,2024-01-23,0.67,28.28,16.19,23.44,47.98,92.24
NSW,2024-01-24,0.52,32.39,16.47,23.29,38.78,92.25
NSW,2024-01-25,0.29,33.75,20.33,19.04,41.66,85.57
NSW,2024-01-26,2.24,32.23,20.36,24.03,43.88,83.34
NSW,2024-01-27,0.19,27.55,17.27,19.29,50.43,87.86
NSW,2024-01-28,4.41,29.17,14.95,25.36,44.89,93.4
NSW,2024-01-29,1.24,31.95,17.62,24.89,45.22,95.54
NSW,2024-01-30,3.02,31.0,19.81,22.6,50.92,91.48
NSW,2024-01-31,1.27,29.43,18.72,21.71,53.26,93.27
NSW,2024-02-01,0.93,31.33,16.97,27.28,41.97,92.6
NSW,2024-02-02,0.02,31.87,16.64,28.93,36.91,84.6
NSW,2024-02-03,0.07,32.03,16.22,25.36,38.37,88.27
NSW,2024-02-04,0.08,35.45,18.03,23.88,36.35,89.81
NSW,2024-02-05,2.49,29.44,21.93,13.51,59.06,88.28
NSW,2024-02-06,16.6,26.95,18.61,17.89,62.35,96.33
NSW,2024-02-07,3.96,25.1,14.41,19.65,48.19,86.99
NSW,2024-02-08,1.81,25.4,15.58,19.54,50.96,88.64
NSW,2024-02-09,1.51,28.49,14.42,23.82,41.68,91.45
NSW,2024-02-10,1.31,27.01,16.44,21.38,49.14,88.23
NSW,2024-02-11,4.11,28.25,16.3,22.56,46.58,90.12
NSW,2024-02-12,1.63,31.09,16.83,24.61,43.22,93.23
NSW,2024-02-13,1.12,32.31,18.01,24.87,42.49,91.55
NSW,2024-02-14,4.21,28.66,17.39,21.34,48.82,91.11
NSW,2024-02-15,1.87,26.78,15.54,18.3,51.5,93.87
NSW,2024-02-16,4.72,28.93,17.01,18.35,52.82,96.16
NSW,2024-02-17,3.49,31.45,17.84,23.57,48.38,96.4
NSW,2024-02-18,1.14,31.27,17.73,20.88,46.97,93.77
NSW,2024-02-19,3.6,28.53,16.9,17.51,52.91,94.72
NSW,2024-02-20,6.49,27.91,16.31,20.55,50.88,93.78
NSW,2024-02-21,3.24,28.98,16.9,21.36,49.8,93.16
NSW,2024-02-22,0.34,32.49,17.31,24.38,43.46,95.04
NSW,2024-02-23,0.61,32.49,18.85,21.16,42.4,90.33
NSW,2024-02-24,2.08,26.12,15.92,16.28,52.85,88.38
NSW,2024-02-25,3.76,29.7,14.68,23.48,42.46,95.61
NSW,2024-02-26,0.34,31.21,15.72,22.64,41.57,93.24
NSW,2024-02-27,0.53,29.21,17.81,17.15,48.47,87.9
NSW,2024-02-28,0.24,33.22,18.59,22.22,43.04,91.29
NSW,2024-02-29,0.81,34.98,20.56,19.92,40.16,87.28
NSW,2024-03-01,1.64,32.92,19.4,19.23,44.29,91.8
NSW,2024-03-02,0.88,28.78,19.93,14.4,53.26,85.86
NSW,2024-03-03,4.09,28.85,15.29,21.08,45.45,94.28
NSW,2024-03-04,0.66,26.94,12.89,20.2,40.41,81.37
NSW,2024-03-05,1.1,28.59,13.65,21.4,39.23,90.97
NSW,2024-03-06,0.12,30.99,14.9,20.14,38.89,92.24
NSW,2024-03-07,0.14,31.21,16.17,20.84,41.74,91.23
NSW,2024-03-08,0.4,30.45,17.71,21.4,45.15,90.38
NSW,2024-03-09,0.33,30.57,17.0,21.5,43.29,89.52
NSW,2024-03-10,0.46,30.41,16.15,21.95,42.35,89.9
NSW,2024-03-11,0.63,30.28,15.99,20.88,42.78,91.52
NSW,2024-03-12,0.13,32.35,14.49,21.67,34.81,91.04
NSW,2024-03-13,0.01,30.56,15.76,18.39,40.86,87.2
NSW,2024-03-14,0.11,30.63,16.45,17.16,42.55,89.28
NSW,2024-03-15,2.67,25.85,16.15,15.53,50.28,85.22
NSW,2024-03-16,1.56,24.02,14.22,13.89,50.61,88.46
NSW,2024-03-17,5.1,24.31,15.39,12.24,58.91,95.98
NSW,2024-03-18,6.55,26.52,15.92,14.82,56.12,97.74
NSW,2024-03-19,3.96,29.7,16.43,18.76,48.12,96.74
NSW,2024-03-20,5.48,23.76,17.04,12.44,64.35,90.87
NSW,2024-03-21,2.72,22.61,10.58,17.59,41.57,83.88
NSW,2024-03-22,0.46,25.13,10.63,17.97,43.4,95.84
NSW,2024-03-23,0.36,23.91,12.35,13.57,50.87,93.37
NSW,2024-03-24,2.1,24.16,13.47,15.72,55.15,97.32
NSW,2024-03-25,0.51,26.93,10.4,19.15,39.22,96.33
NSW,2024-03-26,0.46,27.38,11.1,18.14,41.1,95.93
NSW,2024-03-27,1.87,26.71,12.87,17.1,46.51,95.01
NSW,2024-03-28,0.44,26.77,13.54,16.9,47.66,95.88
NSW,2024-03-29,0.51,27.57,14.08,17.11,47.4,96.09
NSW,2024-03-30,0.49,29.07,13.3,18.05,41.32,95.02
NSW,2024-03-31,0.05,28.32,13.42,16.93,43.6,93.99
NSW,2024-04-01,0.17,29.16,13.8,17.56,41.17,94.06
NSW,2024-04-02,2.45,24.4,14.91,12.78,57.16,95.25
NSW,2024-04-03,4.14,23.86,10.86,16.46,46.88,96.16
NSW,2024-04-04,2.9,20.6,12.41,8.58,64.82,96.77
NSW,2024-04-05,19.4,19.16,14.05,5.73,76.54,98.61
NSW,2024-04-06,45.5,23.16,14.28,12.87,62.66,98.87
NSW,2024-04-07,11.11,23.64,13.89,13.57,59.85,99.31
NSW,2024-04-08,1.08,23.53,12.23,15.09,55.6,98.91
NSW,2024-04-09,0.72,19.77,11.18,12.66,57.25,93.97
NSW,2024-04-10,2.84,19.84,7.03,16.37,42.42,91.74
NSW,2024-04-11,0.03,21.79,7.09,16.8,43.22,95.89
NSW,2024-04-12,0.05,22.79,8.3,16.54,47.76,99.15
NSW,2024-04-13,0.12,23.05,8.52,15.65,48.71,98.47
NSW,2024-04-14,0.39,23.98,9.28,16.06,47.72,98.35
NSW,2024-04-15,0.08,24.49,8.75,15.52,43.29,96.92
NSW,2024-04-16,0.46,24.33,9.76,15.2,46.16,97.73
NSW,2024-04-17,1.74,23.14,10.49,13.04,53.31,98.21
NSW,2024-04-18,2.26,21.73,10.75,13.64,55.45,98.65
NSW,2024-04-19,2.89,19.63,7.65,13.37,51.41,98.19
NSW,2024-04-20,1.99,19.61,9.57,11.44,55.86,97.2
NSW,2024-04-21,6.17,21.93,8.98,14.07,48.24,96.61
NSW,2024-04-22,1.55,23.16,8.19,14.82,45.94,97.1
NSW,2024-04-23,0.65,24.18,8.47,14.94,45.81,98.85
NSW,2024-04-24,0.19,21.62,10.83,13.15,50.02,92.41
NSW,2024-04-25,0.11,19.49,6.93,13.83,46.68,93.58
NSW,2024-04-26,0.63,19.89,6.02,14.36,45.08,95.97
NSW,2024-04-27,0.29,21.52,6.51,14.2,46.94,98.85
NSW,2024-04-28,0.5,23.06,7.76,13.31,47.36,98.69
NSW,2024-04-29,0.44,23.46,9.2,12.16,46.46,96.84
NSW,2024-04-30,1.02,19.3,10.1,10.29,60.96,95.98
NSW,2024-05-01,4.4,18.92,8.63,11.74,53.15,94.72
NSW,2024-05-02,3.13,19.44,8.55,11.88,54.8,98.53
NSW,2024-05-03,1.72,18.64,9.1,10.52,59.14,97.29
NSW,2024-05-04,5.29,17.29,10.71,7.85,68.99,96.96
NSW,2024-05-05,9.48,18.15,10.75,9.3,68.57,99.34
NSW,2024-05-06,7.96,19.27,9.26,11.57,57.8,98.57
NSW,2024-05-07,4.48,19.45,9.38,11.37,58.14,98.35
NSW,2024-05-08,2.01,19.49,9.51,10.79,59.96,98.56
NSW,2024-05-09,3.11,19.94,10.8,10.29,61.88,98.67
NSW,2024-05-10,2.95,18.71,12.09,8.88,67.28,96.74
NSW,2024-05-11,13.41,16.41,12.38,5.81,80.2,98.06
NSW,2024-05-12,13.44,18.84,11.41,9.66,66.54,98.73
NSW,2024-05-13,2.92,20.12,8.56,12.03,56.82,99.63
NSW,2024-05-14,0.11,20.26,7.16,12.97,53.34,99.25
NSW,2024-05-15,0.22,20.25,6.65,12.32,51.43,99.14
NSW,2024-05-16,0.83,20.29,7.15,11.42,52.8,99.38
NSW,2024-05-17,1.1,20.33,7.5,11.94,53.3,99.07
NSW,2024-05-18,0.74,14.72,6.29,10.84,54.73,89.39
NSW,2024-05-19,2.18,15.55,2.99,12.17,44.46,92.88
NSW,2024-05-20,0.04,16.5,3.38,11.32,47.48,96.64
NSW,2024-05-21,0.77,17.49,4.82,11.5,50.55,96.84
NSW,2024-05-22,0.35,17.38,4.03,12.08,49.18,98.39
NSW,2024-05-23,0.05,18.2,2.8,12.1,45.23,99.08
NSW,2024-05-24,0.03,18.21,3.31,11.4,46.77,98.17
NSW,2024-05-25,0.19,18.18,5.3,10.24,52.62,99.39
NSW,2024-05-26,0.33,19.2,4.97,11.59,50.28,99.3
NSW,2024-05-27,0.04,18.84,3.45,11.81,47.15,98.64
NSW,2024-05-28,0.12,20.16,2.93,11.69,42.01,97.76
NSW,2024-05-29,0.07,21.03,3.7,11.69,42.0,99.05
NSW,2024-05-30,0.05,20.9,6.67,10.09,48.14,97.94
NSW,2024-05-31,8.19,17.95,11.54,7.13,67.76,95.64
NSW,2024-06-01,9.11,14.93,8.7,6.55,71.23,96.74
NSW,2024-06-02,12.04,14.58,6.54,9.56,59.37,94.14
NSW,2024-06-03,1.51,13.69,3.92,10.08,57.9,97.01
NSW,2024-06-04,0.26,13.95,3.82,9.09,56.48,97.05
NSW,2024-06-05,0.13,14.41,4.63,8.16,60.45,98.88
NSW,2024-06-06,6.99,15.29,6.44,8.14,66.79,99.83
NSW,2024-06-07,13.18,14.88,6.7,8.22,66.8,99.36
NSW,2024-06-08,5.15,16.53,6.36,9.8,59.75,99.23
NSW,2024-06-09,0.12,15.75,6.34,9.77,60.16,97.19
NSW,2024-06-10,0.3,15.58,4.6,10.48,56.59,98.26
NSW,2024-06-11,0.2,15.61,3.44,8.18,52.77,97.5
NSW,2024-06-12,3.15,15.46,6.61,10.03,58.57,95.47
NSW,2024-06-13,0.38,13.02,1.89,9.41,50.06,93.13
NSW,2024-06-14,0.09,13.29,4.02,7.42,60.45,97.95
NSW,2024-06-15,5.68,13.06,6.36,8.0,70.76,99.4
NSW,2024-06-16,1.39,13.53,3.81,10.59,55.75,95.08
NSW,2024-06-17,0.43,13.9,2.24,10.39,50.93,96.52
NSW,2024-06-18,0.15,14.0,2.02,10.88,49.99,95.82
NSW,2024-06-19,0.07,13.81,0.54,11.01,47.01,97.01
NSW,2024-06-20,0.05,13.94,1.52,9.03,48.88,97.67
NSW,2024-06-21,1.27,14.41,4.34,9.16,59.59,99.33
NSW,2024-06-22,1.85,13.64,2.46,9.87,54.9,97.93
NSW,2024-06-23,2.5,14.63,2.54,9.87,54.67,98.88
NSW,2024-06-24,0.63,15.34,1.26,10.66,47.81,98.59
NSW,2024-06-25,0.08,16.88,2.17,10.33,48.44,99.32
NSW,2024-06-26,0.16,17.87,4.3,10.64,50.57,98.58
NSW,2024-06-27,0.67,16.51,3.86,10.59,50.17,97.71
NSW,2024-06-28,0.2,16.89,1.79,11.21,45.22,98.66
NSW,2024-06-29,0.06,17.78,2.96,9.1,44.58,95.81
NSW,2024-06-30,7.63,13.76,7.32,7.33,78.1,98.14
NSW,2024-07-01,2.8,12.76,3.14,9.69,57.14,97.05
NSW,2024-07-02,3.07,13.25,4.03,9.07,61.4,98.43
NSW,2024-07-03,4.59,14.12,5.04,9.63,58.8,97.66
NSW,2024-07-04,3.0,15.26,5.17,10.26,58.55,98.77
NSW,2024-07-05,2.82,15.46,5.14,10.03,57.52,97.73
NSW,2024-07-06,1.9,15.31,5.15,10.25,54.07,95.12
NSW,2024-07-07,1.03,14.76,4.82,9.03,59.33,98.45
NSW,2024-07-08,2.99,14.4,7.93,6.76,73.17,99.74
NSW,2024-07-09,7.5,15.36,9.45,7.95,73.8,99.5
NSW,2024-07-10,1.59,15.23,6.51,9.8,64.39,99.44
NSW,2024-07-11,0.27,14.11,3.33,9.5,58.22,97.9
NSW,2024-07-12,0.43,15.22,4.79,10.04,57.94,98.26
NSW,2024-07-13,0.19,14.26,5.1,10.21,57.75,95.52
NSW,2024-07-14,0.06,12.75,3.17,10.42,58.82,97.02
NSW,2024-07-15,0.4,11.55,1.85,10.16,55.16,94.18
NSW,2024-07-16,2.56,11.57,3.85,8.65,61.97,93.59
NSW,2024-07-17,1.64,13.06,5.32,9.3,63.65,95.77
NSW,2024-07-18,0.9,12.86,4.42,9.97,62.14,97.49
NSW,2024-07-19,0.08,13.11,2.94,10.29,49.94,93.23
NSW,2024-07-20,2.3,13.47,5.25,10.57,56.1,89.54
NSW,2024-07-21,2.05,14.33,4.37,11.78,47.7,86.6
NSW,2024-07-22,0.37,15.97,2.98,11.57,51.19,98.32
NSW,2024-07-23,0.16,16.81,2.2,12.46,47.79,99.16
NSW,2024-07-24,0.03,17.14,2.23,12.12,45.41,97.92
NSW,2024-07-25,0.12,18.41,5.16,9.97,47.29,95.78
NSW,2024-07-26,5.4,17.34,6.45,11.58,55.77,97.4
NSW,2024-07-27,3.28,15.65,3.66,9.3,58.7,98.62
NSW,2024-07-28,3.38,11.69,4.33,12.06,56.09,89.71
NSW,2024-07-29,0.64,12.34,0.83,12.88,44.7,89.12
NSW,2024-07-30,0.25,13.66,0.48,12.61,44.87,93.57
NSW,2024-07-31,0.23,14.23,1.41,12.4,45.42,92.64
NSW,2024-08-01,0.2,14.63,1.7,12.41,46.93,94.58
NSW,2024-08-02,0.36,15.68,1.78,12.83,47.17,97.67
NSW,2024-08-03,0.06,16.54,1.25,13.53,45.34,98.24
NSW,2024-08-04,0.02,15.17,1.44,11.43,48.74,97.79
NSW,2024-08-05,0.16,13.85,5.14,8.4,62.22,98.75
NSW,2024-08-06,4.12,15.55,4.48,12.72,55.48,99.02
NSW,2024-08-07,0.13,16.59,1.99,13.84,47.13,99.13
NSW,2024-08-08,0.06,17.47,2.33,13.36,47.65,99.22
NSW,2024-08-09,0.17,18.33,4.97,13.06,49.97,99.18
NSW,2024-08-10,0.14,18.12,3.95,13.6,50.73,99.45
NSW,2024-08-11,0.22,18.33,4.73,13.21,53.3,99.45
NSW,2024-08-12,5.66,17.78,6.11,10.93,58.74,99.28
NSW,2024-08-13,6.53,18.69,9.02,10.47,63.69,99.18
NSW,2024-08-14,7.31,17.31,11.23,8.46,76.51,99.84
NSW,2024-08-15,4.77,19.2,9.6,11.84,64.89,99.9
NSW,2024-08-16,1.43,19.22,9.34,11.72,65.0,99.65
NSW,2024-08-17,4.15,17.01,7.98,12.62,61.28,97.67
NSW,2024-08-18,1.38,16.63,7.01,12.95,56.26,95.6
NSW,2024-08-19,0.38,17.66,5.69,13.31,55.2,98.44
NSW,2024-08-20,0.3,20.09,6.31,14.15,51.58,98.58
NSW,2024-08-21,0.19,20.38,9.56,14.05,55.55,97.94
NSW,2024-08-22,0.49,19.73,9.2,13.88,54.06,96.33
NSW,2024-08-23,0.23,20.51,5.12,15.36,46.39,98.37
NSW,2024-08-24,0.95,23.29,8.74,14.4,45.24,96.53
NSW,2024-08-25,1.0,21.14,12.16,8.47,61.8,97.55
NSW,2024-08-26,5.47,20.54,9.99,15.81,47.72,86.84
NSW,2024-08-27,0.06,21.8,5.88,16.46,44.6,98.32
NSW,2024-08-28,0.03,23.24,10.14,16.04,38.94,81.08
NSW,2024-08-29,0.1,20.55,7.55,17.25,38.68,84.87
NSW,2024-08-30,0.21,25.01,7.54,16.17,34.81,91.59
NSW,2024-08-31,0.13,21.52,10.31,17.05,37.69,75.31
NSW,2024-09-01,0.07,23.47,7.92,17.75,34.65,85.78
NSW,2024-09-02,0.1,19.89,10.08,16.81,37.76,68.19
NSW,2024-09-03,0.16,17.43,3.85,18.19,35.41,81.57
NSW,2024-09-04,0.0,21.04,2.12,18.08,33.51,95.48
NSW,2024-09-05,0.01,24.07,6.74,16.56,34.24,89.43
NSW,2024-09-06,0.03,25.94,9.7,18.42,35.2,86.72
NSW,2024-09-07,0.83,23.37,11.12,17.07,46.07,90.41
NSW,2024-09-08,0.07,20.7,8.53,15.04,45.45,89.56
NSW,2024-09-09,0.09,20.22,7.89,16.04,46.02,91.71
NSW,2024-09-10,0.53,21.33,4.88,18.71,41.56,97.12
NSW,2024-09-11,0.04,23.01,6.51,17.04,44.98,97.64
NSW,2024-09-12,4.52,17.83,10.15,12.11,61.9,94.15
NSW,2024-09-13,4.46,18.0,5.84,18.21,46.31,93.19
NSW,2024-09-14,0.26,19.07,3.89,18.45,47.08,98.74
NSW,2024-09-15,0.79,15.41,3.09,18.93,41.48,88.14
NSW,2024-09-16,0.49,17.66,0.9,19.84,34.88,93.42
NSW,2024-09-17,0.14,19.09,2.67,20.25,39.93,97.23
NSW,2024-09-18,0.01,22.01,2.91,20.65,31.8,91.91
NSW,2024-09-19,0.02,22.28,5.64,19.4,30.54,81.24
NSW,2024-09-20,0.09,20.49,4.67,20.17,35.14,88.09
NSW,2024-09-21,0.35,20.21,5.83,20.1,37.23,86.55
NSW,2024-09-22,0.03,21.5,5.81,19.99,37.9,91.89
NSW,2024-09-23,0.02,24.27,5.23,21.5,33.53,95.01
NSW,2024-09-24,0.03,25.18,7.63,17.44,35.95,91.87
NSW,2024-09-25,1.25,22.76,12.54,12.22,50.78,88.38
NSW,2024-09-26,10.84,15.41,9.92,10.14,66.4,91.03
NSW,2024-09-27,11.13,16.77,6.64,16.58,53.55,95.51
NSW,2024-09-28,5.89,19.65,6.57,18.52,48.66,97.3
NSW,2024-09-29,5.26,21.02,8.98,16.15,55.09,97.61
NSW,2024-09-30,2.47,20.66,10.64,19.81,54.13,94.47
NSW,2024-10-01,0.91,21.55,6.33,22.44,45.59,98.45
NSW,2024-10-02,0.62,20.96,8.57,18.47,50.55,96.0
NSW,2024-10-03,0.79,22.12,8.86,21.54,45.53,94.59
NSW,2024-10-04,0.19,23.02,8.24,17.96,42.8,93.45
NSW,2024-10-05,2.75,23.26,11.49,19.46,47.73,93.48
NSW,2024-10-06,0.35,23.97,9.85,22.14,40.45,92.41
NSW,2024-10-07,0.09,26.12,8.34,21.81,36.43,95.85
NSW,2024-10-08,0.28,20.91,8.78,19.14,48.63,92.16
NSW,2024-10-09,2.07,19.04,8.39,16.78,50.11,91.16
NSW,2024-10-10,4.73,23.75,7.82,22.83,41.54,97.01
NSW,2024-10-11,0.14,24.75,8.65,22.73,42.29,96.57
NSW,2024-10-12,0.28,21.58,9.0,19.77,45.87,87.18
NSW,2024-10-13,1.38,22.43,8.43,21.46,40.76,90.28
NSW,2024-10-14,0.32,23.59,10.44,15.93,45.3,92.88
NSW,2024-10-15,5.67,20.73,12.02,15.24,57.77,93.23
NSW,2024-10-16,2.72,20.13,10.44,15.47,54.95,94.8
NSW,2024-10-17,2.79,24.87,10.11,22.54,46.9,98.68
NSW,2024-10-18,4.4,25.08,14.56,13.51,58.26,98.86
NSW,2024-10-19,7.41,23.81,14.36,19.62,54.1,94.11
NSW,2024-10-20,0.59,24.63,10.8,24.98,45.18,94.17
NSW,2024-10-21,0.46,23.97,10.84,24.3,41.28,89.17
NSW,2024-10-22,0.05,26.46,9.14,24.37,35.7,92.94
NSW,2024-10-23,0.04,26.5,10.84,18.98,41.54,94.06
NSW,2024-10-24,0.13,23.02,11.29,22.32,42.55,85.63
NSW,2024-10-25,4.11,20.36,7.19,26.09,39.07,87.96
NSW,2024-10-26,0.06,21.38,5.81,25.54,33.95,86.41
NSW,2024-10-27,0.06,25.4,9.01,22.99,35.22,90.41
NSW,2024-10-28,0.03,26.73,10.16,23.84,34.29,89.33
NSW,2024-10-29,0.68,25.37,9.97,25.49,39.37,91.37
NSW,2024-10-30,0.06,27.15,10.46,27.1,37.42,93.25
NSW,2024-10-31,0.02,27.04,10.5,22.15,36.13,90.29
NSW,2024-11-01,0.87,24.05,10.47,24.32,42.78,91.67
NSW,2024-11-02,1.2,25.02,10.55,22.59,43.02,93.64
NSW,2024-11-03,0.49,30.62,13.38,22.03,34.78,87.84
NSW,2024-11-04,0.02,27.15,15.83,17.69,42.22,79.22
NSW,2024-11-05,2.22,27.39,12.93,22.39,44.14,92.86
NSW,2024-11-06,0.49,32.87,14.61,23.71,35.13,90.38
NSW,2024-11-07,0.4,29.5,18.1,16.4,43.55,82.09
NSW,2024-11-08,2.78,26.37,12.06,26.39,41.87,92.88
NSW,2024-11-09,0.1,26.4,10.25,24.83,37.58,91.02
NSW,2024-11-10,0.14,27.33,12.86,24.51,38.88,84.02
NSW,2024-11-11,1.42,24.61,14.44,14.59,50.24,88.8
NSW,2024-11-12,8.38,26.34,14.17,19.31,50.82,97.22
NSW,2024-11-13,2.82,26.63,14.8,19.16,52.55,96.89
NSW,2024-11-14,5.61,25.73,12.93,23.23,48.22,93.72
NSW,2024-11-15,0.42,25.61,13.39,19.62,49.67,93.47
NSW,2024-11-16,1.71,29.1,14.83,24.9,45.16,94.53
NSW,2024-11-17,0.92,28.27,17.56,19.15,50.02,90.02
NSW,2024-11-18,12.85,24.45,13.94,22.78,44.87,81.58
NSW,2024-11-19,3.08,24.25,11.89,22.46,48.46,92.58
NSW,2024-11-20,1.25,25.65,12.53,23.63,47.23,95.2
NSW,2024-11-21,0.46,26.95,13.8,25.69,43.75,90.98
NSW,2024-11-22,1.33,29.06,14.19,26.6,41.14,90.7
NSW,2024-11-23,0.54,31.0,14.84,27.5,37.33,88.62
NSW,2024-11-24,0.15,30.77,15.9,25.25,37.9,85.67
NSW,2024-11-25,0.78,31.05,16.63,25.33,40.69,89.03
NSW,2024-11-26,0.75,31.53,17.54,24.31,42.14,89.94
NSW,2024-11-27,2.35,30.01,18.1,19.14,47.46,90.11
NSW,2024-11-28,2.99,29.19,18.17,19.82,52.11,93.99
NSW,2024-11-29,6.12,25.66,18.07,12.92,66.31,96.43
NSW,2024-11-30,19.62,23.91,18.61,9.04,75.76,99.36
NSW,2024-12-01,19.39,28.44,17.55,21.9,55.36,98.11
NSW,2024-12-02,3.3,32.12,14.87,28.95,38.62,95.55
NSW,2024-12-03,3.45,28.08,18.83,15.5,58.34,96.37
NSW,2024-12-04,5.16,29.41,18.35,24.7,52.56,94.46
NSW,2024-12-05,2.29,30.76,18.39,24.56,49.69,96.47
NSW,2024-12-06,1.44,32.6,19.71,25.63,49.62,96.38
NSW,2024-12-07,9.41,31.32,20.33,21.54,54.8,97.33
NSW,2024-12-08,6.99,29.56,18.7,27.62,48.24,88.51
NSW,2024-12-09,0.62,26.0,15.56,17.41,51.47,91.25
NSW,2024-12-10,1.3,27.93,14.82,27.11,45.06,92.65
